Dataset,Algorithm,AMI,ARI,Time
0,DBSCAN,0.7315847607219574,0.5681159420289855,0.0040831565856933
1,DBSCAN,0.0,0.0,0.0058770179748535
2,DBSCAN,0.003530175539750927,4.8254540713409874e-05,0.09765625
